Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
SBNO2	0	0	0	0	1	0	0	0	1	1	1
SCAF1	0	0	1	0	0	0	0	0	1	1	1
SCAF11	1	0	0	0	0	0	0	0	1	1	1
SCAF4	0	0	0	0	0	1	0	0	1	1	1
SCARB2	0	0	0	0	1	0	0	0	1	1	1
SCIN	0	0	0	0	1	0	0	0	1	1	1
SCN8A	0	0	0	0	1	0	0	0	1	1	1
SDCCAG3	0	0	0	0	1	0	0	0	1	1	1
SDK1	1	0	0	0	0	0	0	0	1	1	1
SEL1L2	0	0	0	0	1	0	0	0	1	1	1
SEMA4F	1	0	0	0	0	0	0	0	1	1	1
SEMA5A	0	0	0	0	1	0	0	0	1	1	1
SERPINB3	0	0	1	0	0	0	0	0	1	1	1
SERPINB6	0	0	0	0	1	0	0	0	1	1	1
SERPINE1	0	0	0	0	1	0	0	0	1	1	1
SETD1A	0	0	0	0	1	0	0	0	1	1	1
SETD5	0	0	0	0	1	0	0	0	1	1	1
SETD6	0	0	0	0	1	0	0	0	1	1	1
SEZ6L	0	0	0	0	1	0	0	0	1	1	1
SFT2D2	0	0	0	0	0	1	0	0	1	1	1
SFXN4	0	0	0	0	1	0	0	0	1	1	1
SGIP1	0	0	1	0	0	0	0	0	1	1	1
SH2B1	0	0	0	0	1	0	0	0	1	1	1
SH2D3C	0	0	0	0	1	0	0	0	1	1	1
SH2D6	0	0	0	0	1	0	0	0	1	1	1
SH3BP4	0	0	0	0	1	0	0	0	1	1	1
SHANK2	0	0	0	0	1	0	0	0	1	1	1
SIGLEC12	0	0	0	0	1	0	0	0	1	1	1
SIMC1	0	0	0	0	1	0	0	0	1	1	1
SKIDA1	1	0	0	0	0	0	0	0	1	1	1
SLC10A4	0	0	0	0	1	0	0	0	1	1	1
SLC12A7	1	0	0	0	0	0	0	0	1	1	1
SLC15A2	0	0	0	0	1	0	0	0	1	1	1
SLC25A2	1	0	0	0	0	0	0	0	1	1	1
SLC25A36	0	0	0	0	0	0	0	1	1	1	1
SLC2A2	0	0	1	0	0	0	0	0	1	1	1
SLC2A7	0	0	0	0	1	0	0	0	1	1	1
SLC35F5	1	0	0	0	0	0	0	0	1	1	1
SLC38A10	1	0	0	0	0	0	0	0	1	1	1
SLC38A5	0	0	0	0	1	0	0	0	1	1	1
SLC39A5	0	0	0	0	1	0	0	0	1	1	1
SLC44A1	0	0	0	0	1	0	0	0	1	1	1
SLC5A10	0	0	0	0	1	0	0	0	1	1	1
SLC5A3	1	0	0	0	0	0	0	0	1	1	1
SLC6A15	0	0	0	0	1	0	0	0	1	1	1
SLC9A5	0	0	1	0	0	0	0	0	1	1	1
SLCO5A1	0	0	0	0	1	0	0	0	1	1	1
SMAD4	0	0	0	0	1	0	0	0	1	1	1
SMARCA1	0	0	0	0	1	0	0	0	1	1	1
SMARCA5	0	0	0	0	1	0	0	0	1	1	1
SMARCAL1	0	0	0	0	1	0	0	0	1	1	1
SMC4	0	0	0	0	1	0	0	0	1	1	1
SMDT1	0	0	0	0	1	0	0	0	1	1	1
SMG1	0	0	0	0	1	0	0	0	1	1	1
SMG7	0	0	0	0	0	0	0	1	1	1	1
SMIM7	0	0	0	0	1	0	0	0	1	1	1
SMOX	0	0	0	0	1	0	0	0	1	1	1
SMU1	0	0	0	0	1	0	0	0	1	1	1
SNED1	0	0	0	0	1	0	0	0	1	1	1
SNX7	0	0	0	0	1	0	0	0	1	1	1
SOS2	0	0	0	0	1	0	0	0	1	1	1
SOX3	0	0	0	0	1	0	0	0	1	1	1
SP140	0	0	0	0	1	0	0	0	1	1	1
SPAG8	1	0	0	0	0	0	0	0	1	1	1
SPATA1	0	0	0	0	1	0	0	0	1	1	1
SPATA31C2	0	0	0	0	1	0	0	0	1	1	1
SPEN	0	0	0	0	1	0	0	0	1	1	1
SPG11	0	0	0	0	1	0	0	0	1	1	1
SPG7	0	0	0	0	1	0	0	0	1	1	1
SPINK5	0	0	0	0	1	0	0	0	1	1	1
SPOCK3	0	0	0	0	1	0	0	0	1	1	1
SPRR4	0	0	0	0	1	0	0	0	1	1	1
SPTLC1	0	0	0	0	1	0	0	0	1	1	1
SREBF2	0	0	0	0	1	0	0	0	1	1	1
SRPK3	1	0	0	0	0	0	0	0	1	1	1
SRSF1	1	0	0	0	0	0	0	0	1	1	1
SSC5D	0	0	1	0	0	0	0	0	1	1	1
SSH2	1	0	0	0	0	0	0	0	1	1	1
ST3GAL1	0	0	0	0	1	0	0	0	1	1	1
STK39	0	0	0	0	1	0	0	0	1	1	1
STOML3	0	0	1	0	0	0	0	0	1	1	1
STRC	0	0	0	0	1	0	0	0	1	1	1
STYX	0	0	0	0	1	0	0	0	1	1	1
SUN1	0	0	0	0	1	0	0	0	1	1	1
SUPT7L	0	0	1	0	0	0	0	0	1	1	1
SURF2	0	0	1	0	0	0	0	0	1	1	1
SUZ12	0	0	1	0	0	0	0	0	1	1	1
SYCP1	1	0	0	0	0	0	0	0	1	1	1
SYNCRIP	0	0	0	0	1	0	0	0	1	1	1
SYNJ2	1	0	0	0	0	0	0	0	1	1	1
SYNRG	1	0	0	0	0	0	0	0	1	1	1
SYT15	0	0	0	0	0	1	0	0	1	1	1
TACR2	1	0	0	0	0	0	0	0	1	1	1
TAF1	0	0	0	0	1	0	0	0	1	1	1
TARS	0	0	1	0	0	0	0	0	1	1	1
TAS1R1	0	0	1	0	0	0	0	0	1	1	1
TBC1D2B	0	0	0	0	0	1	0	0	1	1	1
TBK1	0	0	0	0	1	0	0	0	1	1	1
TBR1	0	0	0	0	1	0	0	0	1	1	1
TCF3	0	0	0	0	1	0	0	0	1	1	1
TDGF1	0	0	0	0	1	0	0	0	1	1	1
TELO2	1	0	0	0	0	0	0	0	1	1	1
TERB1	0	0	0	0	1	0	0	0	1	1	1
TET1	0	0	0	0	1	0	0	0	1	1	1
TFAP2A	0	0	0	0	1	0	0	0	1	1	1
THBS2	0	0	1	0	0	0	0	0	1	1	1
THBS4	0	0	0	0	1	0	0	0	1	1	1
THRAP3	0	0	1	0	0	0	0	0	1	1	1
THSD7B	0	0	0	0	1	0	0	0	1	1	1
THUMPD2	1	0	0	0	0	0	0	0	1	1	1
TIMM44	1	0	0	0	0	0	0	0	1	1	1
TIPIN	0	0	0	0	0	1	0	0	1	1	1
TJP1	0	0	0	0	1	0	0	0	1	1	1
TJP2	0	0	0	0	1	0	0	0	1	1	1
TLE4	0	0	0	0	1	0	0	0	1	1	1
TLL1	0	0	0	0	1	0	0	0	1	1	1
TLN2	1	0	0	0	0	0	0	0	1	1	1
TM7SF2	0	0	0	0	1	0	0	0	1	1	1
TM9SF4	0	0	0	0	1	0	0	0	1	1	1
TMC3	0	0	0	0	1	0	0	0	1	1	1
TMEFF2	0	0	0	0	0	1	0	0	1	1	1
TMEM126B	0	0	0	0	1	0	0	0	1	1	1
TMEM131	0	0	1	0	0	0	0	0	1	1	1
TMEM132C	0	0	0	0	1	0	0	0	1	1	1
TMEM184B	0	0	0	0	1	0	0	0	1	1	1
TMEM185B	0	0	0	0	1	0	0	0	1	1	1
TMEM199	0	0	0	0	1	0	0	0	1	1	1
TMEM63A	0	0	1	0	0	0	0	0	1	1	1
TMPRSS6	0	0	0	0	1	0	0	0	1	1	1
TNFRSF11A	0	0	0	0	0	1	0	0	1	1	1
TNKS1BP1	0	0	0	0	1	0	0	0	1	1	1
TNRC18	0	0	0	0	1	0	0	0	1	1	1
TNS4	0	0	0	0	1	0	0	0	1	1	1
TOM1	0	0	0	0	1	0	0	0	1	1	1
TP53TG3D	0	0	0	0	1	0	0	0	1	1	1
TPH1	0	0	0	0	1	0	0	0	1	1	1
TPPP	1	0	0	0	0	0	0	0	1	1	1
TRAPPC8	0	0	0	0	0	1	0	0	1	1	1
TRIM29	0	0	0	0	1	0	0	0	1	1	1
TRIM46	0	1	0	0	0	0	0	0	1	1	1
TRPC4	0	0	0	0	1	0	0	0	1	1	1
TSC1	0	0	0	0	1	0	0	0	1	1	1
TSEN54	0	0	0	0	1	0	0	0	1	1	1
TSPAN32	0	0	0	0	1	0	0	0	1	1	1
TTC24	0	0	0	0	1	0	0	0	1	1	1
TTC3	0	0	0	0	1	0	0	0	1	1	1
TTC38	0	0	0	0	1	0	0	0	1	1	1
TTI1	0	0	0	0	0	1	0	0	1	1	1
TTLL3	0	0	0	0	1	0	0	0	1	1	1
TTLL5	1	0	0	0	0	0	0	0	1	1	1
TTN	0	0	0	0	1	0	0	0	1	1	1
TUBB3	0	0	0	0	1	0	0	0	1	1	1
TULP2	0	0	0	0	1	0	0	0	1	1	1
TULP4	0	0	0	0	1	0	0	0	1	1	1
TYMSOS	0	0	0	0	1	0	0	0	1	1	1
TYRO3	1	0	0	0	0	0	0	0	1	1	1
U2AF1	0	0	0	0	1	0	0	0	1	1	1
UBASH3A	0	0	0	0	1	0	0	0	1	1	1
UBC	0	0	0	0	1	0	0	0	1	1	1
UBE2O	1	0	0	0	0	0	0	0	1	1	1
UBR4	0	0	0	0	1	0	0	0	1	1	1
UBR5	0	0	0	0	1	0	0	0	1	1	1
UGT1A8	1	0	0	0	0	0	0	0	1	1	1
UGT2B28	0	0	0	0	1	0	0	0	1	1	1
UNC93A	0	0	0	0	1	0	0	0	1	1	1
USH1C	0	0	0	0	1	0	0	0	1	1	1
USP25	0	0	0	0	1	0	0	0	1	1	1
USP40	0	1	0	0	0	0	0	0	1	1	1
USP48	1	0	0	0	0	0	0	0	1	1	1
UTP3	0	0	1	0	0	0	0	0	1	1	1
UTRN	0	0	0	0	1	0	0	0	1	1	1
VASP	0	0	0	0	1	0	0	0	1	1	1
VILL	0	0	0	0	0	0	0	1	1	1	1
VPS29	0	0	1	0	0	0	0	0	1	1	1
VPS36	0	0	0	0	1	0	0	0	1	1	1
VRK2	0	0	1	0	0	0	0	0	1	1	1
VSIG2	0	0	0	0	1	0	0	0	1	1	1
WASF2	0	0	1	0	0	0	0	0	1	1	1
WBP11	1	0	0	0	0	0	0	0	1	1	1
WDR66	0	0	0	0	1	0	0	0	1	1	1
WDR87	0	0	1	0	0	0	0	0	1	1	1
WIPF3	0	0	0	0	1	0	0	0	1	1	1
WNT10A	0	0	0	0	1	0	0	0	1	1	1
WWC2	0	0	0	0	0	0	0	1	1	1	1
XAB2	1	0	0	0	0	0	0	0	1	1	1
XPOT	1	0	0	0	0	0	0	0	1	1	1
YIPF2	0	0	0	0	0	0	0	1	1	1	1
ZBTB1	1	0	0	0	0	0	0	0	1	1	1
ZBTB17	0	0	0	0	0	0	0	1	1	1	1
ZC3H4	0	0	0	0	1	0	0	0	1	1	1
ZFHX3	0	0	0	0	1	0	0	0	1	1	1
ZFHX4	0	0	0	0	1	0	0	0	1	1	1
ZFP37	0	0	0	0	1	0	0	0	1	1	1
ZFYVE1	0	0	1	0	0	0	0	0	1	1	1
ZFYVE26	0	0	0	0	0	0	0	1	1	1	1
ZKSCAN7	0	0	1	0	0	0	0	0	1	1	1
ZNF107	0	0	0	0	1	0	0	0	1	1	1
ZNF141	0	0	0	0	1	0	0	0	1	1	1
ZNF180	0	0	0	0	1	0	0	0	1	1	1
ZNF184	0	0	0	0	1	0	0	0	1	1	1
ZNF251	0	0	0	0	1	0	0	0	1	1	1
ZNF254	0	0	0	0	1	0	0	0	1	1	1
ZNF280C	1	0	0	0	0	0	0	0	1	1	1
ZNF417	0	0	0	0	1	0	0	0	1	1	1
ZNF423	0	0	0	0	1	0	0	0	1	1	1
ZNF43	0	0	0	0	1	0	0	0	1	1	1
ZNF480	0	0	0	0	0	1	0	0	1	1	1
ZNF558	0	0	0	0	1	0	0	0	1	1	1
ZNF560	0	0	0	0	1	0	0	0	1	1	1
ZNF563	0	1	0	0	0	0	0	0	1	1	1
ZNF570	0	0	0	0	1	0	0	0	1	1	1
ZNF598	0	0	1	0	0	0	0	0	1	1	1
ZNF608	0	0	1	0	0	0	0	0	1	1	1
ZNF638	0	0	0	0	1	0	0	0	1	1	1
ZNF672	0	0	0	0	1	0	0	0	1	1	1
ZNF679	0	0	0	0	0	1	0	0	1	1	1
ZNF737	0	0	0	0	1	0	0	0	1	1	1
ZNF765	0	0	0	0	1	0	0	0	1	1	1
ZNF770	0	0	0	0	1	0	0	0	1	1	1
ZNF778	0	0	0	0	1	0	0	0	1	1	1
ZNF804B	0	0	0	0	1	0	0	0	1	1	1
ZNF821	0	0	0	0	1	0	0	0	1	1	1
ZNF831	0	1	0	0	0	0	0	0	1	1	1
ZNF841	0	0	0	0	1	0	0	0	1	1	1
ZNF844	0	0	0	0	1	0	0	0	1	1	1
ZNF850	0	0	0	0	1	0	0	0	1	1	1
ZNF860	0	0	0	0	1	0	0	0	1	1	1
ZP4	0	0	0	0	1	0	0	0	1	1	1
ZSWIM2	0	0	0	0	1	0	0	0	1	1	1
ZSWIM8	1	0	0	0	0	0	0	0	1	1	1
ZZEF1	1	0	0	0	0	0	0	0	1	1	1
